"Name","Live Bytes","Live Objects"
"org.springframework.web.servlet.handler.HandlerExceptionResolverComposite","24 B (0 %)","1 (0 %)"
"java.time.ZoneOffset[]","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Resource","24 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.view.ViewResolverComposite","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Threads","24 B (0 %)","1 (0 %)"
"org.thymeleaf.spring5.templateresource.SpringResourceTemplateResource","24 B (0 %)","1 (0 %)"
"org.springframework.web.accept.MappingMediaTypeFileExtensionResolver","24 B (0 %)","1 (0 %)"
"org.thymeleaf.templateparser.reader.BlockAwareReader$BlockAction[]","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Jetty$Accesslog$FORMAT[]","24 B (0 %)","1 (0 %)"
"org.springframework.core.env.CommandLineArgs","24 B (0 %)","1 (0 %)"
"jdk.internal.access.JavaSecurityAccess$ProtectionDomainCache[]","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.cfg.ContextAttributes$Impl","24 B (0 %)","1 (0 %)"
"org.springframework.context.event.EventExpressionEvaluator","24 B (0 %)","1 (0 %)"
"org.springframework.boot.cloud.CloudPlatform$1","24 B (0 %)","1 (0 %)"
"org.springframework.boot.web.server.Shutdown[]","24 B (0 %)","1 (0 %)"
"org.springframework.boot.cloud.CloudPlatform$5","24 B (0 %)","1 (0 %)"
"org.springframework.boot.cloud.CloudPlatform$4","24 B (0 %)","1 (0 %)"
"org.springframework.boot.cloud.CloudPlatform$3","24 B (0 %)","1 (0 %)"
"org.springframework.boot.cloud.CloudPlatform$2","24 B (0 %)","1 (0 %)"
"org.thymeleaf.engine.TemplateEnd","24 B (0 %)","1 (0 %)"
"sun.nio.cs.StandardCharsets","24 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.net.NioEndpoint$PollerEvent","24 B (0 %)","1 (0 %)"
"java.net.Inet6AddressImpl","24 B (0 %)","1 (0 %)"
"sun.management.RuntimeImpl","24 B (0 %)","1 (0 %)"
"java.time.ZoneRegion","24 B (0 %)","1 (0 %)"
"java.util.Collections$EmptyMap","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Format","24 B (0 %)","1 (0 %)"
"org.springframework.beans.support.ResourceEditorRegistrar","24 B (0 %)","1 (0 %)"
"org.springframework.objenesis.SpringObjenesis","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.condition.ConditionMessage$Style$2","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.condition.ConditionMessage$Style$1","24 B (0 %)","1 (0 %)"
"java.util.concurrent.ConcurrentSkipListMap$Index","24 B (0 %)","1 (0 %)"
"org.springframework.context.support.PropertySourcesPlaceholderConfigurer$$Lambda$357.0x0000000800d9aa70","24 B (0 %)","1 (0 %)"
"sun.rmi.runtime.RuntimeUtil$1","24 B (0 %)","1 (0 %)"
"java.util.Collections$SynchronizedSet","24 B (0 %)","1 (0 %)"
"org.springframework.beans.propertyeditors.PropertiesEditor","24 B (0 %)","1 (0 %)"
"org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker","24 B (0 %)","1 (0 %)"
"org.springframework.boot.builder.ParentContextCloserApplicationListener","24 B (0 %)","1 (0 %)"
"java.time.temporal.IsoFields$Unit[]","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.task.TaskSchedulingProperties$Shutdown","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$ErrorPageCustomizer","24 B (0 %)","1 (0 %)"
"java.io.File$PathStatus[]","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer","24 B (0 %)","1 (0 %)"
"org.springframework.boot.web.servlet.server.DocumentRoot","24 B (0 %)","1 (0 %)"
"sun.util.locale.provider.CalendarProviderImpl","24 B (0 %)","1 (0 %)"
"org.slf4j.impl.StaticLoggerBinder","24 B (0 %)","1 (0 %)"
"sun.nio.cs.UTF_16","24 B (0 %)","1 (0 %)"
"org.springframework.cglib.core.internal.LoadingCache","24 B (0 %)","1 (0 %)"
"org.springframework.jmx.export.naming.MetadataNamingStrategy","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Options","24 B (0 %)","1 (0 %)"
"sun.net.ProgressMonitor","24 B (0 %)","1 (0 %)"
"org.apache.tomcat.websocket.server.WsFilter","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$StandardJackson2ObjectMapperBuilderCustomizer","24 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.source.DefaultPropertyMapper","24 B (0 %)","1 (0 %)"
"org.springframework.beans.propertyeditors.CurrencyEditor","24 B (0 %)","1 (0 %)"
"sun.util.locale.BaseLocale$Cache","24 B (0 %)","1 (0 %)"
"java.lang.management.DefaultPlatformMBeanProvider$10","24 B (0 %)","1 (0 %)"
"java.lang.management.DefaultPlatformMBeanProvider$11","24 B (0 %)","1 (0 %)"
"ch.qos.logback.core.subst.Node$Type[]","24 B (0 %)","1 (0 %)"
"sun.util.locale.provider.TimeZoneNameProviderImpl","24 B (0 %)","1 (0 %)"
"org.springframework.boot.context.event.EventPublishingRunListener","24 B (0 %)","1 (0 %)"
"org.springframework.boot.web.embedded.tomcat.TomcatStarter","24 B (0 %)","1 (0 %)"
"jdk.internal.logger.BootstrapLogger$RedirectedLoggers","24 B (0 %)","1 (0 %)"
"org.thymeleaf.templateparser.markup.decoupled.StandardDecoupledTemplateLogicResolver","24 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.net.SocketBufferHandler$1","24 B (0 %)","1 (0 %)"
"com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport","24 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBean$BindMethod[]","24 B (0 %)","1 (0 %)"
"org.springframework.web.context.support.ServletContextPropertySource","24 B (0 %)","1 (0 %)"
"org.springframework.web.servlet.i18n.AcceptHeaderLocaleResolver","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.freemarker.FreeMarkerTemplateAvailabilityProvider","24 B (0 %)","1 (0 %)"
"org.springframework.util.ConcurrentReferenceHashMap$ReferenceType[]","24 B (0 %)","1 (0 %)"
"org.springframework.core.OrderComparator$$Lambda$373.0x0000000800dac948","24 B (0 %)","1 (0 %)"
"org.springframework.boot.context.ContextIdApplicationContextInitializer$ContextId","24 B (0 %)","1 (0 %)"
"java.util.concurrent.ConcurrentLinkedDeque","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$LocaleResolver[]","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.info.ProjectInfoProperties","24 B (0 %)","1 (0 %)"
"sun.nio.cs.ISO_8859_1","24 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.MBeanExportConfiguration$SpecificPlatform$1","24 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.MBeanExportConfiguration$SpecificPlatform$2","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ser.impl.FailingSerializer","24 B (0 %)","1 (0 %)"
"sun.nio.fs.WindowsSecurityDescriptor","24 B (0 %)","1 (0 %)"
"org.springframework.jndi.JndiTemplate","24 B (0 %)","1 (0 %)"
"java.security.Policy$PolicyInfo","24 B (0 %)","1 (0 %)"
"java.util.regex.Pattern$Prolog","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController","24 B (0 %)","1 (0 %)"
"com.sun.management.internal.PlatformMBeanProviderImpl$1","24 B (0 %)","1 (0 %)"
"com.sun.management.internal.PlatformMBeanProviderImpl$5","24 B (0 %)","1 (0 %)"
"com.sun.management.internal.PlatformMBeanProviderImpl$4","24 B (0 %)","1 (0 %)"
"com.sun.management.internal.PlatformMBeanProviderImpl$3","24 B (0 %)","1 (0 %)"
"com.sun.management.internal.PlatformMBeanProviderImpl$2","24 B (0 %)","1 (0 %)"
"sun.nio.cs.MS1252","24 B (0 %)","1 (0 %)"
"sun.rmi.transport.DGCImpl","24 B (0 %)","1 (0 %)"
"java.io.InputStreamReader","24 B (0 %)","1 (0 %)"
"org.springframework.beans.propertyeditors.CharArrayPropertyEditor","24 B (0 %)","1 (0 %)"
"org.springframework.beans.factory.config.DependencyDescriptor[]","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationEntry","24 B (0 %)","1 (0 %)"
"org.springframework.context.support.ApplicationContextAwareProcessor","24 B (0 %)","1 (0 %)"
"java.util.Locale$Category[]","24 B (0 %)","1 (0 %)"
"java.net.StandardProtocolFamily[]","24 B (0 %)","1 (0 %)"
"java.time.format.DecimalStyle","24 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.ConfigurationClassEnhancer$ConditionalCallbackFilter","24 B (0 %)","1 (0 %)"
"org.apache.catalina.mapper.Mapper$MappedWrapper","24 B (0 %)","1 (0 %)"
"org.springframework.http.HttpEntity","24 B (0 %)","1 (0 %)"
"jdk.management.jfr.StreamManager","24 B (0 %)","1 (0 %)"
"sun.management.MemoryImpl","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.AnnotationIntrospector$ReferenceProperty","24 B (0 %)","1 (0 %)"
"ch.qos.logback.classic.spi.TurboFilterList","24 B (0 %)","1 (0 %)"
"java.util.logging.LogManager$LoggerContext","24 B (0 %)","1 (0 %)"
"org.springframework.http.MediaType[]","24 B (0 %)","1 (0 %)"
"org.springframework.util.StopWatch$TaskInfo","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.annotation.JsonSetter$Value","24 B (0 %)","1 (0 %)"
"org.springframework.web.method.annotation.RequestHeaderMethodArgumentResolver","24 B (0 %)","1 (0 %)"
"org.springframework.beans.propertyeditors.UUIDEditor","24 B (0 %)","1 (0 %)"
"org.thymeleaf.engine.TemplateModel","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Threads","24 B (0 %)","1 (0 %)"
"org.springframework.core.ReactiveAdapterRegistry","24 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean","24 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.file.ConfigurationSource$1","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector","24 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.bind.BindConverter$TypeConverterConversionService","24 B (0 %)","1 (0 %)"
"javax.websocket.CloseReason","24 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.net.NioBlockingSelector","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ObjectWriter$Prefetch","24 B (0 %)","1 (0 %)"
"org.springframework.boot.web.embedded.tomcat.TomcatWebServer$$Lambda$501.0x0000000800dfde30","24 B (0 %)","1 (0 %)"
"com.sun.beans.util.Cache$Kind$2","24 B (0 %)","1 (0 %)"
"com.sun.beans.util.Cache$Kind$3","24 B (0 %)","1 (0 %)"
"com.sun.beans.util.Cache$Kind$1","24 B (0 %)","1 (0 %)"
"org.apache.catalina.mapper.Mapper$MappedContext[]","24 B (0 %)","1 (0 %)"
"org.springframework.beans.propertyeditors.ZoneIdEditor","24 B (0 %)","1 (0 %)"
"org.apache.catalina.core.StandardContext$ContextFilterMaps","24 B (0 %)","1 (0 %)"
"com.sun.jmx.mbeanserver.StandardMBeanSupport","24 B (0 %)","1 (0 %)"
"jdk.internal.module.ModuleHashes","24 B (0 %)","1 (0 %)"
"com.sun.management.internal.OperatingSystemImpl","24 B (0 %)","1 (0 %)"
"sun.management.CompilationImpl","24 B (0 %)","1 (0 %)"
"org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$Check[]","24 B (0 %)","1 (0 %)"
"org.springframework.boot.web.servlet.context.WebServerGracefulShutdownLifecycle","24 B (0 %)","1 (0 %)"
"sun.util.locale.provider.DateFormatSymbolsProviderImpl","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Git","24 B (0 %)","1 (0 %)"
"org.springframework.boot.availability.ReadinessState[]","24 B (0 %)","1 (0 %)"
"java.lang.invoke.VarHandles$1","24 B (0 %)","1 (0 %)"
"org.springframework.web.method.support.CompositeUriComponentsContributor","24 B (0 %)","1 (0 %)"
"org.springframework.boot.web.server.ErrorPageRegistrarBeanPostProcessor","24 B (0 %)","1 (0 %)"
"org.springframework.boot.DefaultApplicationArguments","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$View","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ResourceProperties$Fixed","24 B (0 %)","1 (0 %)"
"java.security.ProtectionDomain$JavaSecurityAccessImpl$1","24 B (0 %)","1 (0 %)"
"ch.qos.logback.classic.util.LogbackMDCAdapter","24 B (0 %)","1 (0 %)"
"org.springframework.context.annotation.MBeanExportConfiguration$SpecificPlatform[]","24 B (0 %)","1 (0 %)"
"org.thymeleaf.linkbuilder.StandardLinkBuilder","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.deser.SettableBeanProperty[]","24 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource","24 B (0 %)","1 (0 %)"
"java.util.ResourceBundle$Control$CandidateListCache","24 B (0 %)","1 (0 %)"
"org.apache.catalina.startup.CatalinaBaseConfigurationSource","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.groovy.template.GroovyTemplateAvailabilityProvider","24 B (0 %)","1 (0 %)"
"sun.nio.cs.ThreadLocalCoders$1","24 B (0 %)","1 (0 %)"
"sun.nio.cs.ThreadLocalCoders$2","24 B (0 %)","1 (0 %)"
"org.springframework.boot.SpringApplicationRunListeners","24 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.buf.CharsetCache$DummyCharset","24 B (0 %)","1 (0 %)"
"org.springframework.boot.web.server.WebServerFactoryCustomizerBeanPostProcessor","24 B (0 %)","1 (0 %)"
"org.attoparser.config.ParseConfiguration$ParsingMode[]","24 B (0 %)","1 (0 %)"
"org.springframework.core.ResolvableType$WildcardBounds$Kind[]","24 B (0 %)","1 (0 %)"
"java.util.OptionalInt","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$500.0x0000000800dfd800","24 B (0 %)","1 (0 %)"
"sun.util.cldr.CLDRTimeZoneNameProviderImpl","24 B (0 %)","1 (0 %)"
"org.apache.catalina.mapper.Mapper$MappedHost[]","24 B (0 %)","1 (0 %)"
"org.springframework.boot.web.servlet.context.WebServerStartStopLifecycle","24 B (0 %)","1 (0 %)"
"java.util.Collections$SynchronizedCollection","24 B (0 %)","1 (0 %)"
"java.lang.invoke.MethodHandles$Lookup$ClassOption[]","24 B (0 %)","1 (0 %)"
"jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent","24 B (0 %)","1 (0 %)"
"sun.nio.cs.UTF_16BE","24 B (0 %)","1 (0 %)"
"com.sun.jmx.mbeanserver.MXBeanLookup","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter[]","24 B (0 %)","1 (0 %)"
"org.springframework.expression.spel.support.StandardTypeLocator","24 B (0 %)","1 (0 %)"
"org.springframework.boot.env.RandomValuePropertySource","24 B (0 %)","1 (0 %)"
"org.thymeleaf.standard.processor.StandardConditionalCommentProcessor","24 B (0 %)","1 (0 %)"
"java.security.Policy$UnsupportedEmptyCollection","24 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.collections.ConcurrentCache","24 B (0 %)","1 (0 %)"
"org.apache.tomcat.websocket.WsExtension","24 B (0 %)","1 (0 %)"
"sun.management.ManagementFactoryHelper$LoggingMXBeanAccess","24 B (0 %)","1 (0 %)"
"org.springframework.beans.propertyeditors.LocaleEditor","24 B (0 %)","1 (0 %)"
"org.springframework.validation.DefaultMessageCodesResolver$Format$1","24 B (0 %)","1 (0 %)"
"org.springframework.validation.DefaultMessageCodesResolver$Format$2","24 B (0 %)","1 (0 %)"
"org.thymeleaf.engine.TemplateStart","24 B (0 %)","1 (0 %)"
"org.springframework.beans.factory.annotation.InjectionMetadata$1","24 B (0 %)","1 (0 %)"
"sun.nio.cs.UTF_16LE","24 B (0 %)","1 (0 %)"
"sun.management.VMManagementImpl","24 B (0 %)","1 (0 %)"
"org.apache.tomcat.util.buf.UEncoder$SafeCharsSet[]","24 B (0 %)","1 (0 %)"
"ch.qos.logback.classic.BasicConfigurator","24 B (0 %)","1 (0 %)"
"org.springframework.core.annotation.IntrospectionFailureLogger[]","24 B (0 %)","1 (0 %)"
"java.time.temporal.IsoFields$Field$1","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.AutoConfigurationPackages$BasePackages","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafProperties$Servlet","24 B (0 %)","1 (0 %)"
"java.time.temporal.IsoFields$Field$2","24 B (0 %)","1 (0 %)"
"java.time.temporal.IsoFields$Field$3","24 B (0 %)","1 (0 %)"
"java.time.temporal.IsoFields$Field$4","24 B (0 %)","1 (0 %)"
"org.thymeleaf.standard.serializer.StandardJavaScriptSerializer$JacksonThymeleafISO8601DateFormat","24 B (0 %)","1 (0 %)"
"org.springframework.boot.availability.LivenessState[]","24 B (0 %)","1 (0 %)"
"java.time.Clock$SystemClock","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$Multi","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration$NotReactiveWebApplicationCondition","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.databind.deser.impl.FailingDeserializer","24 B (0 %)","1 (0 %)"
"org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor","24 B (0 %)","1 (0 %)"
"org.springframework.web.context.support.ServletContextResource","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.task.TaskExecutionProperties","24 B (0 %)","1 (0 %)"
"org.thymeleaf.DialectSetConfiguration$AggregateExpressionObjectFactory","24 B (0 %)","1 (0 %)"
"sun.util.locale.provider.NumberFormatProviderImpl","24 B (0 %)","1 (0 %)"
"org.springframework.core.type.classreading.CachingMetadataReaderFactory","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.annotation.JsonIgnoreProperties$Value","24 B (0 %)","1 (0 %)"
"org.springframework.web.context.support.ServletContextScope","24 B (0 %)","1 (0 %)"
"org.springframework.cglib.core.MethodWrapper$MethodWrapperKey$$KeyFactoryByCGLIB$$552be97a","24 B (0 %)","1 (0 %)"
"org.springframework.boot.autoconfigure.web.ResourceProperties$Cache","24 B (0 %)","1 (0 %)"
"org.springframework.core.io.support.PathMatchingResourcePatternResolver","24 B (0 %)","1 (0 %)"
"org.apache.catalina.mapper.Mapper$ContextVersion[]","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.datatype.jsr310.deser.DurationDeserializer","24 B (0 %)","1 (0 %)"
"java.lang.management.DefaultPlatformMBeanProvider$1","24 B (0 %)","1 (0 %)"
"java.lang.management.DefaultPlatformMBeanProvider$2","24 B (0 %)","1 (0 %)"
"com.fasterxml.jackson.core.util.Separators","24 B (0 %)","1 (0 %)"
"java.lang.management.DefaultPlatformMBeanProvider$9","24 B (0 %)","1 (0 %)"
"java.lang.management.DefaultPlatformMBeanProvider$7","24 B (0 %)","1 (0 %)"
"java.lang.management.DefaultPlatformMBeanProvider$8","24 B (0 %)","1 (0 %)"
"java.lang.management.DefaultPlatformMBeanProvider$5","24 B (0 %)","1 (0 %)"
"java.lang.management.DefaultPlatformMBeanProvider$6","24 B (0 %)","1 (0 %)"
"java.lang.management.DefaultPlatformMBeanProvider$3","24 B (0 %)","1 (0 %)"
"java.lang.management.DefaultPlatformMBeanProvider$4","24 B (0 %)","1 (0 %)"
"sun.management.ManagementFactoryHelper$PlatformLoggingImpl","24 B (0 %)","1 (0 %)"
"org.springframework.boot.web.servlet.server.Jsp","24 B (0 %)","1 (0 %)"
"org.springframework.boot.context.config.DelegatingApplicationListener","24 B (0 %)","1 (0 %)"
"org.springframework.core.env.MapPropertySource","24 B (0 %)","1 (0 %)"
"sun.nio.cs.US_ASCII","24 B (0 %)","1 (0 %)"
